Employee No,Employee Name,Gender,Leaving Reason,Previous Employer,Latest  Available Rating,Profit Center,Employee Location,People Group,Employee Category,Supervisor name,Month of termination,Tenure_till_18,Tenure_till_18_in_months,Tenure_till_18_in_years,Age_16_18,Current Status16_18,Is promoted,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Utilization Status,Utilization%-Mean
343,Lyndy Sammy,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,Yes,4168.0,3743.0,3414.0,368.0,57.0,189.0,802.0,90.95305744599713,Efficient,90.95305744599713
344,Blondell Juli,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,No,4168.0,3939.0,0.0,228.0,1.0,3891.0,0.0,0.0,Low,96.0
345,Glennie Jeni,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Lindy Marguerite,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,Yes,4168.0,3757.5,3360.0,384.0,26.5,0.0,605.5,89.18430876595485,Efficient,89.18430876595485
346,Salome Selene,F,Personal,alboid,3.0,PC - 3,Location 2,Client Service Staff,Awaiting Termination,Kynthia Hildy,7,2.2532974667515417,27.0395696010185,2.0,27.0,Resigned,No,2728.0,2467.0,2015.0,248.0,13.0,0.0,729.5,76.14409621958612,Efficient,76.14409621958612
347,Shirlee Gretchen,F,Personal,amphiva,3.0,PC - 5,Location 1,Client Service Staff,Serving Notice Period,Guenevere Florida,2,1.8343976946823002,22.012772336187602,2.0,28.0,Resigned,No,1888.0,1080.0,652.0,808.0,0.0,0.0,428.0,60.370370370370374,Above Avg,60.370370370370374
348,Belva Katya,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,Yes,4168.0,3926.0,3081.0,225.0,17.0,0.0,1151.0,78.36056204489404,Efficient,78.36056204489404
349,Loralyn Ynes,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,No,4168.0,3634.5,3707.5,484.0,49.5,0.0,21.0,102.02009381112072,Over Utilization,102.02009381112072
350,Bird Ophelia,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Naomi Rebekah,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,No,4168.0,3775.25,3609.0,336.0,56.75,0.0,784.0,95.64209631795634,Efficient,95.64209631795634
351,Elga Margalit,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,No,4168.0,1727.0,1210.0,2432.0,9.0,0.0,437.0,70.94591865584232,Above Avg,70.94591865584232
352,Kalie Sylvia,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Lindy Marguerite,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,Yes,4168.0,3680.0,3120.0,472.0,16.0,0.0,560.0,84.79933458099396,Efficient,84.79933458099396
353,Tonya Averyl,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 2,Client Service Staff,Confirmed Staff,Marney Anderea,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,Yes,4168.0,3684.5,3464.0,456.0,27.5,0.0,296.5,93.99021255269597,Efficient,93.99021255269597
354,Chiquia Brittaney,M,Career Growth,exicious,Unknown,PC - 3,Location 2,Client Service Staff,Serving Notice Period,Marney Anderea,Unknown,2.918608869449749,35.02330643339699,3.0,0.0,Active,No,4168.0,3697.0,2669.0,448.0,23.0,0.0,1326.5,71.96897493780477,Above Avg,71.96897493780477
355,Britta Anthiathia,M,Job Related,midic,3.0,PC - 5,Location 1,Client Service Staff,Serving Notice Period,Cacilia Aimee,11,1.5031109468366908,18.03733136204029,2.0,43.0,Resigned,No,1392.0,1232.0,192.0,160.0,0.0,49.0,1058.0,15.584415584415584,Low,15.584415584415584
356,Codi Saraann,F,Personal,panosis,3.0,PC - 2,Location 9,Client Service Staff,Serving Notice Period,Jolyn Briney,10,1.4209737366270354,17.051684839524427,1.0,28.0,Resigned,No,1208.0,1116.0,664.0,88.0,4.0,0.0,521.0,59.49820788530465,Above Avg,59.49820788530465
357,Chris Ricky,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Dore Natalya,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3545.5,1953.0,496.0,126.5,1249.0,448.0,55.07164035865364,Above Avg,55.07164035865364
358,Cosette Lavena,M,Personal,leezzy,2.0,PC - 2,Location 7,Client Service Staff,Serving Notice Period,Dorotea Inger,9,1.3360986194103917,16.0331834329247,1.0,34.0,Resigned,No,968.0,869.0,681.0,60.0,39.0,11.0,334.5,78.36593785960875,Efficient,78.36593785960875
359,Marika Vannie,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3627.0,3445.0,444.0,97.0,0.0,379.0,94.9652155879414,Efficient,94.9652155879414
360,Caye Madlen,M,Personal,ecotri,3.0,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Dore Natalya,6,2.0835472323182542,25.00256678781905,2.0,39.0,Resigned,No,2560.0,2260.5,2260.5,264.0,35.5,0.0,8.0,100.0,Efficient,100.0
361,Danice Pam,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3744.0,3924.0,408.0,16.0,0.0,176.0,105.06965944272446,Over Utilization,105.06965944272446
362,Felicdad Bryna,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Secondee-Outward-Without Pay,Marys Essy,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4008.0,3666.0,3646.0,290.0,52.0,0.0,440.0,99.71571726811811,Efficient,99.71571726811811
363,Carine Marna,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3670.0,3575.0,476.0,22.0,0.0,566.0,97.42258243102927,Efficient,97.42258243102927
364,Becca Kai,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3921.5,3608.0,224.0,22.5,0.0,360.0,92.12121212121212,Efficient,92.12121212121212
365,Zandra Jeanine,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Audi Stephana,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3657.0,3561.0,480.0,31.0,0.0,119.0,97.38393171228992,Efficient,97.38393171228992
366,Rana Cariotta,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Trudey Lissi,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3636.0,2952.0,496.0,36.0,0.0,860.0,81.13419984697188,Efficient,81.13419984697188
367,Pauli Clementia,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Margo Opaline,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3544.0,3301.0,548.0,76.0,0.0,603.0,93.12651550839067,Efficient,93.12651550839067
368,Caryl Kristal,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Em Cacilie,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3623.0,3262.0,480.0,65.0,0.0,468.0,90.1647589369565,Efficient,90.1647589369565
369,Lotte Lynelle,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 2,Client Service Staff,Confirmed Staff,Moira Vivien,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3773.5,3024.0,392.0,2.5,0.0,1437.5,80.04677033223936,Efficient,80.04677033223936
370,Kylynn Toni,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3930.5,4002.0,216.0,21.5,16.0,0.0,101.79692033490839,Over Utilization,101.79692033490839
371,Gena Karrie,M,Career Growth,Unknown,1.0,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Katuscha Pru,6,1.084211174767449,13.010534097209387,1.0,24.0,Resigned,No,520.0,520.0,488.0,0.0,0.0,0.0,40.0,93.84615384615384,Efficient,93.84615384615384
372,Debor Melita,F,Personal,tazio,3.0,PC - 5,Location 7,Client Service Staff,Awaiting Termination,Nerita Anet,6,2.0835472323182542,25.00256678781905,2.0,27.0,Resigned,No,2448.0,2199.0,1140.0,224.0,25.0,0.0,1114.0,61.45552560646901,Above Avg,61.45552560646901
373,Carlina Gianna,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3745.0,2346.0,395.0,28.0,0.0,1863.0,62.5420644045741,Above Avg,62.5420644045741
374,Doretta Maryellen,F,Career Growth,perimm,3.0,PC - 5,Location 1,Client Service Staff,Awaiting Termination,Orsa Margeaux,6,2.0835472323182542,25.00256678781905,2.0,28.0,Resigned,No,2568.0,2519.0,1798.0,48.0,1.0,0.0,1264.0,88.18048062775871,Efficient,88.18048062775871
375,Arlyn Roz,M,Career Growth,alboid,3.0,PC - 5,Location 1,Client Service Staff,Serving Notice Period,Hedwiga Mehetabel,4,0.9171988473411501,11.006386168093801,1.0,28.0,Resigned,No,8.0,8.0,48.0,0.0,0.0,0.0,0.0,600.0,Over Utilization,200.0
376,Regine Dehlia,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3426.5,3337.0,696.0,45.5,0.0,784.0,97.59445340531568,Efficient,97.59445340531568
377,Bunni Merrielle,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3864.0,4160.0,304.0,0.0,0.0,184.0,107.48987854251013,Over Utilization,107.48987854251013
378,Gale Adrea,M,Career Growth,Unknown,3.0,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Katuscha Pru,8,1.2539614092007365,15.047536910408837,1.0,31.0,Resigned,No,736.0,688.0,560.0,48.0,0.0,0.0,360.0,81.3953488372093,Efficient,81.3953488372093
379,Loni Kristien,M,Career Growth,Unknown,4.0,PC - 3,Location 4,Client Service Staff,Awaiting Termination,Danette Melinda,10,2.420309794177841,29.04371753013409,2.0,28.0,Resigned,No,3208.0,2777.5,2188.0,408.0,22.5,0.0,605.5,76.94155527454654,Efficient,76.94155527454654
380,Helaina Sidonnie,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 2,Client Service Staff,Confirmed Staff,Moira Vivien,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3693.0,4347.0,392.0,83.0,0.0,314.5,117.55428724027468,Over Utilization,117.55428724027468
381,Oliy Lyndsay,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3675.5,2696.5,408.0,84.5,144.0,1023.0,73.12517840190114,Above Avg,73.12517840190114
382,Viviana Roze,M,Career Growth,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Cassandra Katerina,5,3.0007460796594043,36.008952955912854,3.0,26.0,Resigned,No,4168.0,3365.5,3106.5,701.0,101.5,6.0,356.0,92.25598536478347,Efficient,92.25598536478347
383,Dreddy Donelle,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3693.5,4079.0,416.0,58.5,0.0,177.5,110.4257508450697,Over Utilization,110.4257508450697
384,Sherilyn Lacey,F,Further Studies,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Nerita Anet,2,2.748858635016462,32.986303620197546,3.0,25.0,Resigned,No,3968.0,3505.5,3420.0,416.0,46.5,0.0,220.5,97.61421456630363,Efficient,97.61421456630363
385,Maxine Eleni,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Leilah Nanni,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3688.0,3821.0,432.0,48.0,0.0,29.5,103.58199253114262,Over Utilization,103.58199253114262
386,Harrietta Krystalle,F,Career Growth,Unknown,3.0,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Ali Elsinore,9,2.335434676961197,28.025216123534364,2.0,22.0,Resigned,No,3120.0,2680.0,2532.0,424.0,16.0,0.0,284.5,93.73989898989899,Efficient,93.73989898989899
387,Hedwiga Mehetabel,M,Counseled Out,janu,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Cacilia Aimee,5,3.0007460796594043,36.008952955912854,3.0,34.0,Resigned,No,4168.0,3872.0,2396.0,296.0,0.0,1020.0,552.0,62.02015027322404,Above Avg,62.02015027322404
388,Christiane Noelle,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3598.0,2760.0,520.0,50.0,24.0,959.0,76.73955758382456,Efficient,76.73955758382456
389,Verina Dulcy,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Terza Gwyn,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,Yes,4168.0,3409.5,2440.5,648.0,110.5,224.0,1337.0,71.55071090667411,Above Avg,71.55071090667411
390,Mora Maressa,M,Personal,quicero,Unknown,PC - 2,Location 7,Client Service Staff,Awaiting Termination,Sile Lorrie,1,2.6721972388207833,32.0663668658494,3.0,29.0,Resigned,No,3808.0,3308.5,3111.0,432.0,67.5,0.0,254.0,94.68185304860577,Efficient,94.68185304860577
391,Ernesta Estella,F,Career Growth,marise,3.0,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Misti Helena,7,1.1690862919840928,14.029035503809112,1.0,26.0,Resigned,No,568.0,560.0,128.0,8.0,0.0,0.0,472.0,22.857142857142858,Low,22.857142857142858
392,Anabal Melisande,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Danette Melinda,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3564.0,3543.0,556.0,48.0,0.0,523.0,99.74117289562311,Efficient,99.74117289562311
393,Mariellen Salli,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,Unknown,2.833733752233105,34.004805026797264,3.0,0.0,Active,No,4168.0,3792.0,2888.0,360.0,16.0,0.0,1223.0,76.22086422226675,Efficient,76.22086422226675
394,Nicolle Bendite,M,Career Growth,suril,3.0,PC - 3,Location 2,Client Service Staff,Serving Notice Period,Vonni Bethena,5,1.0020739645577939,12.024887574693526,1.0,28.0,Resigned,No,288.0,278.0,32.0,8.0,2.0,0.0,246.0,11.510791366906476,Low,11.510791366906476
395,Gavra Kayle,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Rina Debee,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3722.75,392.0,432.0,13.25,0.0,3355.75,10.64611123909957,Low,10.64611123909957
396,Bevvy Margot,M,Further Studies,sylible,Unknown,PC - 3,Location 2,Client Service Staff,Awaiting Termination,Marney Anderea,11,2.420309794177841,29.04371753013409,2.0,24.0,Resigned,No,3408.0,2963.0,2373.0,384.0,61.0,0.0,899.5,75.15514028891955,Efficient,75.15514028891955
397,Prudi Delly,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 2,Client Service Staff,Confirmed Staff,Kynthia Hildy,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3654.0,2690.0,404.0,110.0,0.0,1226.5,72.93798353466912,Above Avg,72.93798353466912
398,Filia Kaila,M,Career Growth,Unknown,3.0,PC - 2,Location 9,Client Service Staff,Serving Notice Period,Orelee Hanna,4,0.8350616371314948,10.020739645577939,1.0,25.0,Resigned,No,80.0,72.0,0.0,8.0,0.0,0.0,80.0,0.0,Low,96.0
399,Simona Sybille,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jillana Vivi,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3675.0,3441.0,464.0,29.0,0.0,287.0,93.70198038690596,Efficient,93.70198038690596
400,Bathsheba Constantine,F,Career Growth,Unknown,3.0,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Gisella Nickie,5,0.9199367543481386,11.039241052177664,1.0,25.0,Resigned,No,288.0,264.0,181.0,24.0,0.0,0.0,87.0,68.56060606060606,Above Avg,68.56060606060606
401,Glenna Gilbertine,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Agnes Stacie,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3630.0,3250.0,504.0,34.0,0.0,750.0,89.42289710546896,Efficient,89.42289710546896
402,Glyn Leonie,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed-Sabbatical,Blondy Tatiania,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3001.0,2501.0,1134.0,33.0,0.0,525.0,84.51249937400695,Efficient,84.51249937400695
403,Moina Sella,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,Yes,4168.0,3685.0,3720.0,456.0,27.0,0.0,595.5,101.07161815447228,Over Utilization,101.07161815447228
404,Caprice Annalee,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed-Sabbatical,Danette Melinda,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3028.5,2792.0,1102.0,37.5,0.0,361.5,92.25121455243902,Efficient,92.25121455243902
405,Yetty Devi,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3818.0,3064.0,348.0,2.0,0.0,754.0,80.27542879979974,Efficient,80.27542879979974
406,Jerry Ellene,F,Personal,Unknown,3.0,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Ali Elsinore,9,1.2539614092007365,15.047536910408837,1.0,22.0,Resigned,No,928.0,876.5,435.0,48.0,3.5,0.0,456.5,49.629207073588134,Below Avg,49.629207073588134
407,Selestina Jacquelin,F,Personal,Unknown,3.0,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Kristina Alleen,8,1.1718241989910814,14.061890387892976,1.0,22.0,Resigned,No,728.0,688.0,331.0,40.0,0.0,0.0,358.0,48.11046511627907,Below Avg,48.11046511627907
408,Rozalin Lurline,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Misti Helena,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3625.5,3269.0,504.0,38.5,0.0,380.5,90.33290265595042,Efficient,90.33290265595042
409,Rosemarie Theodora,M,Others,Unknown,3.0,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Ali Elsinore,10,1.3388365264173803,16.066038317008562,1.0,24.0,Resigned,No,1128.0,1064.0,496.0,64.0,0.0,0.0,568.0,46.616541353383454,Below Avg,46.616541353383454
410,Ameline Bill,F,Counseled Out,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Dottie Bidget,2,2.6667214248068065,32.00065709768168,3.0,25.0,Resigned,No,3888.0,3534.0,2246.0,320.0,34.0,0.0,1717.0,64.56242528277596,Above Avg,64.56242528277596
411,Annabelle Pammi,F,Further Studies,Unknown,1.0,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Isahella Gwendolin,6,2.001410022108599,24.016920265303185,2.0,24.0,Resigned,No,2448.0,2245.5,2468.0,184.0,18.5,0.0,20.0,105.90029169981437,Over Utilization,105.90029169981437
412,Tommi Marla,F,Further Studies,Unknown,3.0,PC - 2,Location 7,Client Service Staff,Serving Notice Period,Trenna Mureil,5,0.9199367543481386,11.039241052177664,1.0,24.0,Resigned,No,288.0,280.0,280.0,0.0,8.0,0.0,16.0,100.0,Efficient,100.0
413,Deanne Eudora,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Tallulah Kassia,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,Yes,4168.0,3638.0,3651.0,456.0,74.0,0.0,65.0,100.37767711234595,Over Utilization,100.37767711234595
414,Tamra Joelle,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Annnora Gabrielle,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,Yes,4168.0,3218.95,2466.0,876.0,73.05,1261.0,8.0,83.08867624464548,Efficient,83.08867624464548
416,Alethea Grace,M,Career Growth,outent,3.0,PC - 2,Location 9,Client Service Staff,Awaiting Termination,Ruthe Bellina,10,2.3381725839681855,28.058071007618224,2.0,24.0,Resigned,No,3288.0,3129.0,884.0,136.0,23.0,0.0,2279.0,45.426515930113055,Below Avg,45.426515930113055
417,Britteny Rosamund,M,Career Growth,Unknown,2.0,PC - 6,Location 3,Client Service Staff,Awaiting Termination,Lee Alfie,6,2.001410022108599,24.016920265303185,2.0,26.0,Resigned,No,2528.0,2352.0,1757.0,176.0,0.0,20.0,672.0,62.97743055555555,Above Avg,62.97743055555555
418,Monika Meredithe,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Tallia Eyde,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,No,4168.0,3784.0,3056.0,368.0,16.0,0.0,1108.0,80.93189964157706,Efficient,80.93189964157706
419,Donia Cassy,M,Further Studies,viloo,3.0,PC - 6,Location 7,Client Service Staff,Serving Notice Period,Pamelina Shalna,6,1.0020739645577939,12.024887574693526,1.0,25.0,Resigned,No,488.0,472.0,471.0,16.0,0.0,0.0,16.0,99.78813559322035,Efficient,99.78813559322035
420,Aeriela Elonore,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Danette Melinda,Unknown,2.7515965420234503,33.01915850428141,3.0,0.0,Active,Yes,4168.0,3713.0,3813.5,408.0,47.0,144.0,27.5,102.70832910209802,Over Utilization,102.70832910209802
